ticker,yearReport,lengthReport,symbol,report,Net Profit/Loss before tax,Depreciation and Amortisation,Provision for credit losses,Unrealized foreign exchange gain/loss,Profit/Loss from investing activities,Interest Expense,Interest income and dividends,Operating profit before changes in working capital,Increase/Decrease in receivables,Increase/Decrease in inventories,Increase/Decrease in payables,Increase/Decrease in prepaid expenses,Interest paid,Business Income Tax paid,Other receipts from operating activities,Other payments on operating activities,Net cash inflows/outflows from operating activities,Purchase of fixed assets,Proceeds from disposal of fixed assets,"Loans granted, purchases of debt instruments (Bn. VND)","Collection of loans, proceeds from sales of debts instruments (Bn. VND)",Investment in other entities,Proceeds from divestment in other entities,Gain on Dividend,Net Cash Flows from Investing Activities,Increase in charter captial,Payments for share repurchases,Proceeds from borrowings,Repayment of borrowings,Finance lease principal payments,Dividends paid,Cash flows from financial activities,Net increase/decrease in cash and cash equivalents,Cash and cash equivalents,Foreign exchange differences Adjustment,Cash and Cash Equivalents at the end of period,Dividends received,Profits from other activities,Net Cash Flows from Operating Activities before BIT,Payment from reserves,_Increase/Decrease in receivables,_Increase/Decrease in payables,Profit/Loss from disposal of fixed assets
HPG,2025,4,HPG,cash_flow,4600129962763.0,2880256335134.0,-12074483403.0,-35220362754.0,-281984281948.0,1236524775157.0,0.0,8387631944949.0,-1403497211436.0,-7583748082136.0,10350627399383.0,-1244717670095.0,-1141038329401.0,-282306399420.0,0.0,-190617586065.0,6892334065779.0,-1887091347750.0,18257186795.0,-9695300000000.0,6932197909676.0,283000000000.0,1155000000000.0,228988019229.0,-2964948232050.0,79502500000.0,-118003000000.0,36975131444340.0,-41639269223267.0,0.0,-15745683917.0,-4718383962844.0,-790998129115.0,9092562739415.0,-674306095.0,8300890304205.0,,,,,,,
HPG,2025,3,HPG,cash_flow,4628313172434.0,2169156032825.0,10882237428.0,-56814712069.0,-454485515064.0,812194101705.0,0.0,7109245317259.0,-167609437136.0,3191714046698.0,-812631275870.0,-253644124207.0,-667863337041.0,-36294935712.0,0.0,-68517258315.0,8294398995676.0,-13174576334243.0,3219518312.0,-5995439000000.0,4707217381781.0,-70900000000.0,209046191384.0,383190902192.0,-13938241340574.0,1260500000000.0,-40275000000.0,37526149069159.0,-34691683779555.0,0.0,-7647585893.0,4047042703711.0,-1596799641187.0,10688024277258.0,1338103344.0,9092562739415.0,,,,,,,
HPG,2025,2,HPG,cash_flow,4972383493663.0,1617247528510.0,-59927342891.0,309920317236.0,-305813548010.0,439112631420.0,0.0,6972923079928.0,-1835418390802.0,-2468299455608.0,1394149750385.0,-230901936807.0,-473975259473.0,-5880614099.0,0.0,-67494643569.0,3285102529955.0,-4519331143893.0,27600517030.0,-9102740296773.0,7723722972602.0,0.0,15000000000.0,315786623119.0,-5539961327915.0,525100000000.0,-52020000.0,37133314442108.0,-32170574605521.0,0.0,-3574672793.0,5484213143794.0,3229354345834.0,7459035818129.0,-365886705.0,10688024277258.0,,,,,,,
HPG,2025,1,HPG,cash_flow,3839765349020.0,1801603135468.0,11289113084.0,132616469869.0,-244726801802.0,627024360692.0,0.0,6167571626331.0,-4134982417163.0,-384608710947.0,-1984736525485.0,48974724977.0,-599757525250.0,-1670270526989.0,0.0,-220131091954.0,-2777940446480.0,-6168853176586.0,8330267880.0,-5526332899179.0,8422939517832.0,0.0,226687184000.0,308719460282.0,-2728509645771.0,100000000.0,0.0,42070537735752.0,-35992323059515.0,0.0,-22127134.0,6078292549103.0,571842456852.0,6887646139852.0,-452778575.0,7459035818129.0,,,,,,,
HPG,2024,4,HPG,cash_flow,3286676100696.0,1693028331093.0,-61035121811.0,227751228845.0,-765370789609.0,562492663846.0,0.0,4955838305029.0,971968926351.0,-6209983876378.0,4023222874211.0,129299221688.0,-529644932828.0,-51647870077.0,447272727.0,-194420019511.0,3095079901212.0,-7257089099480.0,443699573180.0,-6360476824332.0,3871936250811.0,0.0,31246619001.0,187519990129.0,-9083163490691.0,103000000000.0,-17140000.0,42414841815225.0,-38146312226161.0,0.0,-2343960741.0,4369168488323.0,-1618915101156.0,8500998079280.0,5563161728.0,6887646139852.0,,,,,,,
HPG,2024,3,HPG,cash_flow,3412385133844.0,1771185761423.0,-3156807492.0,-206784225956.0,103011663888.0,525114798901.0,0.0,5595706353956.0,377494427161.0,-3510769453171.0,-1584866701776.0,46606159449.0,-567728987154.0,-12405917246.0,0.0,-79428476117.0,264607405102.0,-9401555834547.0,-332578559029.0,-6770711616439.0,5612320000000.0,0.0,0.0,305754643259.0,-10586771366756.0,90136000000.0,0.0,45987162684520.0,-40276725834290.0,0.0,-1606676054.0,5798966174176.0,-4523197787478.0,13032037853283.0,-7841986525.0,8500998079280.0,,,,,,,
HPG,2024,2,HPG,cash_flow,3733225669765.0,1729640974153.0,162022519725.0,-30290605919.0,406339912654.0,564134360513.0,0.0,6571122801543.0,-618194847084.0,811031696508.0,-3565852264665.0,46814900835.0,-613526452453.0,-23605606592.0,0.0,-107787269936.0,2500002958156.0,-4038554034033.0,2758324845.0,-6908419972602.0,13728665397260.0,0.0,0.0,-278698869753.0,2505750845717.0,0.0,-2420000.0,41954146315610.0,-46356254460746.0,0.0,-1658737650.0,-4403769302786.0,601984501087.0,12428888036237.0,1165315959.0,13032037853283.0,,,,,,,
HPG,2024,1,HPG,cash_flow,3261215356873.0,1721816264528.0,10669816792.0,182794183008.0,-1462291190778.0,635618987620.0,0.0,4349823418043.0,-2549940352860.0,-1850079271655.0,3121851473748.0,-450426491575.0,-621521923912.0,-849105119441.0,0.0,-401971341603.0,748630390745.0,-14797827829267.0,1139714227578.0,-8465849467273.0,8374734396151.0,0.0,0.0,1125274432093.0,-12623954240718.0,40000000000.0,-100000000.0,44109437021720.0,-32099643158043.0,0.0,638363554.0,12050332227231.0,175008377258.0,12252001160884.0,1878498095.0,12428888036237.0,,,,,,,
HPG,2023,4,HPG,cash_flow,3384568877748.0,1741097551767.0,-149104888269.0,-150012871876.0,33606206324.0,710943681004.0,0.0,5571098556698.0,-2360010541026.0,-897339146679.0,4060504082997.0,-14640876626.0,-734328822276.0,-116083513736.0,0.0,-98926312478.0,5410273426874.0,-7374116374071.0,151206936404.0,-12287268028348.0,9589411407600.0,0.0,-526054585230.0,72907729152.0,-10373912914493.0,200000000.0,-70560000.0,37040198581692.0,-29499317057488.0,0.0,-7623503418.0,7533387460786.0,2569747973167.0,9696669423876.0,983763841.0,12267401160884.0,,,,,,,
HPG,2023,3,HPG,cash_flow,2174230121892.0,1721774737926.0,15972161435.0,327203956815.0,700000000.0,855978191830.0,0.0,5089809199246.0,1302169808975.0,-1539457455806.0,-3179803871108.0,2482635158.0,-894619601392.0,-27416666170.0,0.0,-120152763848.0,633011285055.0,-4360794062575.0,43509632440.0,-7534337000000.0,10386022792583.0,0.0,0.0,188313343369.0,-1277285294183.0,0.0,-523080000.0,30104574327511.0,-33016730316247.0,0.0,-13172335.0,-2912692241071.0,-3556966250199.0,13252855086239.0,780587836.0,9696669423876.0,,,,,,,
HPG,2023,2,HPG,cash_flow,1701886953766.0,1662354940325.0,-19798182146.0,186695827590.0,807566211073.0,1028566971432.0,0.0,5373322692692.0,-732945984778.0,2333570335010.0,-1147183496853.0,-180499266765.0,-1022641263764.0,-9619675838.0,0.0,-82665294478.0,4531338045226.0,-2799215791708.0,-72804191977.0,-8820154397260.0,13396144607939.0,0.0,0.0,-681536002504.0,1022434224490.0,0.0,-1750000000.0,30250075237636.0,-30416146549804.0,0.0,-309845372.0,-168131157540.0,5385641112176.0,7868451566326.0,-1237592263.0,13252855086239.0,,,,,,,
HPG,2023,1,HPG,cash_flow,532042789767.0,1648185800262.0,-941109168744.0,-70212986899.0,-1917697628031.0,989588839615.0,0.0,240797645970.0,-3812875642667.0,1129379609411.0,2852581088093.0,118008526448.0,-1008860534438.0,-406872658989.0,0.0,-215138161878.0,-1102980128050.0,-2818742500442.0,85782979543.0,-11146363396151.0,9915617722611.0,0.0,0.0,1791187123736.0,-2172518070703.0,500000000.0,0.0,29747246722377.0,-26927061343325.0,0.0,-67273509.0,2820618105543.0,-454880093210.0,8324588920227.0,-1257260691.0,7868451566326.0,,,,,,,
HPG,2022,4,HPG,cash_flow,-2078547921756.0,1722687479263.0,341386215259.0,-1153484051152.0,-433785906879.0,932651987764.0,0.0,-669092197501.0,2263542077184.0,9068509515894.0,-3825851459148.0,-57006802391.0,-932734695711.0,-387867697352.0,0.0,-19904558293.0,5439594182682.0,-3787933631685.0,2310679826.0,-7221150335894.0,8592702929212.0,-371644175956.0,0.0,428988486177.0,-2356726048320.0,2250000000.0,0.0,20090198575763.0,-26729017842245.0,0.0,6867415088.0,-6629701851394.0,-3546833717032.0,11881408346665.0,-9985709406.0,8324588920227.0,,,,,,,
HPG,2022,3,HPG,cash_flow,-1299955296196.0,1736975580676.0,137493426199.0,546820352732.0,-483634913465.0,836700531276.0,0.0,1471405681222.0,3761408428487.0,14893476334949.0,-15025441161545.0,259795335259.0,-797610374903.0,-299804203.0,0.0,-105134288761.0,4457600150505.0,-4411237849191.0,693243676.0,-18170530825728.0,16474113153471.0,0.0,0.0,507616445745.0,-5599345832027.0,0.0,0.0,30844142246599.0,-35929148438674.0,0.0,-2241486887074.0,-7326493079149.0,-8468238760671.0,20325198022112.0,24449085224.0,11881408346665.0,,,,,,,
HPG,2022,2,HPG,cash_flow,4379340489328.0,1677130524495.0,593032893735.0,643248114558.0,47163693950.0,717352725484.0,0.0,8060262441550.0,-1966756554929.0,-18097014411925.0,7164279474800.0,-126209000614.0,-713566675256.0,-274728798738.0,0.0,-138671731563.0,-6092405256675.0,-3740134869390.0,6530260130.0,-10795594944261.0,12607471335560.0,0.0,0.0,-142312810971.0,-2064041028932.0,1300000000.0,0.0,49521669195301.0,-40072417413636.0,0.0,-3265243694.0,9447286537971.0,1290840252364.0,19060014590301.0,-25656820553.0,20325198022112.0,,,,,,,
HPG,2022,1,HPG,cash_flow,8922103855907.0,1677611364569.0,-59950204308.0,150783920541.0,-951283456248.0,596932887294.0,0.0,10336198367755.0,665168430681.0,2157183286223.0,-2993606607312.0,-95129210608.0,-590981613068.0,-578723718398.0,0.0,-513100948690.0,8387007986583.0,-6026975731178.0,4117528200.0,-19318517776498.0,9738241951928.0,0.0,0.0,911474085424.0,-14691659942124.0,525000000.0,0.0,34800675129353.0,-31899973544079.0,0.0,-9489245406.0,2891737339868.0,-3412914615673.0,22471375562130.0,1553643844.0,19060014590301.0,,,,,,,
HPG,2021,4,HPG,cash_flow,8038356261876.0,1566782572400.0,187032358552.0,258423817835.0,-5441110827.0,629506996556.0,0.0,10674660896392.0,3442217701358.0,3613321745493.0,-386836884300.0,-355772858060.0,-643452188645.0,-1964575046074.0,0.0,-208158469367.0,14171404896797.0,-4326244042568.0,33337740164.0,-9540866742500.0,12763595869520.0,0.0,0.0,29174461735.0,-1041002713649.0,1300000000.0,0.0,32283420282683.0,-36295469189503.0,0.0,-24515647431.0,-4035264554251.0,9095137628897.0,13376486099355.0,-248166122.0,22471375562130.0,,,,,,,
HPG,2021,3,HPG,cash_flow,10978756069697.0,1557450246725.0,1233182111.0,-209979223465.0,-310183817801.0,675107905208.0,0.0,12689390362475.0,-4673747018000.0,-6269003879894.0,-959546992745.0,-88497371785.0,-676491835696.0,-136626961921.0,0.0,-47611113527.0,-162134811093.0,-2394064632437.0,22467916217.0,-12798301968208.0,8560809135918.0,0.0,0.0,309959249655.0,-6299130298855.0,6200000000.0,0.0,33643984837211.0,-28439823546968.0,0.0,-1550442909.0,5208810847334.0,-1252454262614.0,14644183731657.0,-15243369688.0,13376486099355.0,,,,,,,
HPG,2021,2,HPG,cash_flow,10349452188126.0,1507505865787.0,-33730842823.0,-4008223308.0,-312132259952.0,599661392906.0,0.0,12109742120736.0,1556222812501.0,-12331373344340.0,11316582903533.0,16860686697.0,-625991809706.0,-138010433465.0,0.0,-40495890692.0,11863537045264.0,-3996355629739.0,7970290465.0,-10950565099870.0,4718629665828.0,0.0,0.0,198577255944.0,-10021743517372.0,0.0,0.0,28538845159800.0,-28079986938828.0,0.0,-1670953710220.0,-1212095489248.0,629698038644.0,14018629193714.0,-4143500701.0,14644183731657.0,,,,,,,
HPG,2021,1,HPG,cash_flow,7690213194491.0,1454908359540.0,28321364644.0,-2552250936.0,-722585925436.0,621546963567.0,0.0,9069851705870.0,-3364015325784.0,-1849087719759.0,-758802388718.0,-52531887685.0,-638893494939.0,-494678519443.0,0.0,-318492238077.0,1593350131465.0,-1399236188679.0,1780127545.0,-7952254523391.0,5213877851025.0,0.0,827030264967.0,266641688553.0,-3042160779980.0,3130000000.0,0.0,30267142223530.0,-28495551029999.0,0.0,-6724946432.0,1767996247099.0,319185598584.0,13696099298228.0,3344296902.0,14018629193714.0,,,,,,,
HPG,2020,4,HPG,cash_flow,5330249297734.0,1386472041189.0,-9703574796.0,-9996456364.0,-202814191600.0,662031175138.0,0.0,7156238291301.0,-635727619676.0,-5473842806342.0,771033329096.0,-138333751178.0,-633221134958.0,-972954380399.0,0.0,-21735058073.0,51456869771.0,-1546069161409.0,8456445735.0,-2910381996977.0,2710758549569.0,0.0,0.0,158312624548.0,-1578923538534.0,300000000.0,0.0,24246371804094.0,-15335976761188.0,0.0,-13435338013.0,8897259704893.0,7369793036130.0,5628548667015.0,2660069381.0,13001001772526.0,,,,,,,
HPG,2020,3,HPG,cash_flow,4271871636028.0,1181347918547.0,4036719741.0,42845968449.0,-141011034467.0,540809441828.0,0.0,5899900650126.0,-1913396601976.0,131486017669.0,-374458836488.0,43273301700.0,-519408535848.0,-267654874402.0,0.0,-24046981942.0,2975694138839.0,-1898885081877.0,1163951886.0,-5112617752800.0,906347252521.0,0.0,0.0,75285548504.0,-6028706081766.0,2400000000.0,0.0,22818192138710.0,-20236380816626.0,0.0,-1393099337621.0,1191111984463.0,-1861899958464.0,7489589626409.0,858999070.0,5628548667015.0,,,,,,,
HPG,2020,2,HPG,cash_flow,3095721382125.0,1138885194120.0,11589787924.0,-261050273579.0,-122088274050.0,523373576010.0,0.0,4386431392550.0,628008567582.0,-1771718379224.0,2552135727517.0,42648469309.0,-503553127663.0,-41323528646.0,0.0,-30378102797.0,5262251018628.0,-2477672697519.0,10231022111.0,-3591249113354.0,568606107101.0,0.0,0.0,89468929321.0,-5400615752340.0,0.0,0.0,17636534390058.0,-16160430801645.0,0.0,-7966027040.0,1468137561373.0,1329772827661.0,6157827189416.0,1989609332.0,7489589626409.0,,,,,,,
HPG,2020,1,HPG,cash_flow,2657091220016.0,1091959044244.0,22391252573.0,281070672466.0,-61696545888.0,481082874292.0,0.0,4471898517703.0,-1577050200596.0,53050182496.0,-1211555601127.0,37163563730.0,-374789631415.0,-432145153255.0,0.0,-252203233893.0,714368443643.0,-3447607366037.0,15967887769.0,-1034707105440.0,800412234367.0,0.0,0.0,69433321558.0,-3596501027783.0,0.0,0.0,16924270152854.0,-12424802707315.0,0.0,-4973046084.0,4494494399455.0,1612361815315.0,4544900252204.0,565121897.0,6157827189416.0,,,,,,,
HPG,2019,4,HPG,cash_flow,2284996658014.0,803343483855.0,15279555359.0,-6186878093.0,-123838477791.0,270226645026.0,0.0,3243820986370.0,621007249018.0,-220137009622.0,4152758736704.0,-130439228509.0,-261917773785.0,-596124160298.0,0.0,-37393880602.0,6771574919276.0,-5325523796833.0,10683051824.0,-618298027730.0,1078468665087.0,0.0,0.0,123467379365.0,-4731202728287.0,85000000.0,0.0,18859904271596.0,-20308458019905.0,0.0,-246706983.0,-1448715455292.0,591656735697.0,3972943652210.0,301924952.0,4564902312859.0,,,,,,,
HPG,2019,3,HPG,cash_flow,2160914730482.0,651891904577.0,2445513914.0,-18928373518.0,-161697586815.0,265895204863.0,0.0,2886996817143.0,-384010257320.0,-3602598105490.0,-1279510864698.0,43941232508.0,-274014274502.0,-332083426225.0,0.0,-54478176261.0,-2995757054845.0,-3759383204475.0,-11480931285.0,215263176450.0,529241329543.0,0.0,0.0,192755999128.0,-2833603630639.0,0.0,0.0,17893141507485.0,-13985922428353.0,0.0,-5335419426.0,3901883659706.0,-1927477025778.0,5900076071570.0,344606418.0,3972943652210.0,,,,,,,
HPG,2019,2,HPG,cash_flow,2479812592590.0,599784384579.0,2877014108.0,48465776731.0,-101892899907.0,215389146860.0,0.0,3257960591321.0,777004519794.0,-3506410691355.0,2417455437347.0,10345284222.0,-188205446868.0,-247709261364.0,0.0,-76124456748.0,2444315976349.0,-7200900927887.0,20810046202.0,-1234317332787.0,1902221835548.0,0.0,0.0,94125240260.0,-6418061138664.0,0.0,0.0,12947565846637.0,-9177531346113.0,0.0,-6818491460.0,3763216009064.0,-210529153251.0,6110879210952.0,-273986131.0,5900076071570.0,,,,,,,
HPG,2019,1,HPG,cash_flow,2170940228673.0,583138700857.0,-26374697757.0,-14499415586.0,-33470504380.0,185199221610.0,0.0,2864933533417.0,-1145022952518.0,2196908631444.0,-1160255462159.0,66109848557.0,-143138746017.0,-374604421127.0,0.0,-171033086219.0,2133897345378.0,-5336201548793.0,2364808068.0,-2810200888442.0,3322292650156.0,0.0,0.0,106399394935.0,-4715345584076.0,0.0,0.0,19848673018339.0,-13671770034245.0,0.0,-217727679.0,6176685256415.0,3595237017717.0,2515617135457.0,25057778.0,6110879210952.0,,,,,,,
HPG,2018,4,HPG,cash_flow,2037329601363.0,577870811942.0,-18173662868.0,4104939588.0,-66937818732.0,144936133893.0,0.0,2679130005186.0,-1712374696823.0,891988751549.0,734863589308.0,1283788372.0,-229376309960.0,-569580309365.0,0.0,-67856393468.0,1728078424799.0,-7753757887855.0,44519888341.0,-1461540758141.0,3593320000000.0,-138933689.0,2599680288.0,123359849441.0,-5451638161615.0,0.0,0.0,15795734202913.0,-13529615414961.0,0.0,-1565389423.0,2264553398529.0,-1459006338287.0,3976151668262.0,-1528194518.0,2515617135457.0,,,,,,,
HPG,2018,3,HPG,cash_flow,2848086063843.0,597087360757.0,-47094368475.0,21416556849.0,2051444778.0,141685345016.0,0.0,3550924182932.0,119547210473.0,-1501522889313.0,44260251184.0,16736976398.0,-131341967884.0,-411912798208.0,0.0,-28524384634.0,1658166580948.0,-10643470479000.0,908642864.0,-3302730556489.0,5155733037056.0,0.0,0.0,257551741690.0,-8532007613879.0,0.0,0.0,15179506401865.0,-9647874632159.0,0.0,-1236393107.0,5530395376599.0,-1343445656332.0,5319038225154.0,559099440.0,3976151668262.0,,,,,,,
HPG,2018,2,HPG,cash_flow,2577218001099.0,553037107154.0,-426147437.0,-33113633439.0,-41534210367.0,135220094841.0,0.0,3202709431687.0,-618456931257.0,-1531001715888.0,924608516139.0,-250081285218.0,-139451648027.0,-102996238868.0,0.0,-26000040655.0,1459330087913.0,-6535623048148.0,5500137417.0,-3916356966921.0,3253622924069.0,0.0,15000000000.0,220596558190.0,-6957260395393.0,11424719202.0,0.0,14031707569867.0,-9886721261520.0,0.0,-2474192297.0,4153936835252.0,-1343993472228.0,6662968459743.0,63237639.0,5319038225154.0,,,,,,,
HPG,2018,1,HPG,cash_flow,2608439205997.0,556108322687.0,-7296315043.0,38197623898.0,-46934532354.0,118019669890.0,0.0,3266533975075.0,82342161661.0,543802130814.0,-243975167874.0,-268670700316.0,-111597863515.0,-331943891954.0,0.0,-181620568095.0,2754870075796.0,-2661214218378.0,56838470987.0,-2614873739992.0,5440337241859.0,-115947860804.0,0.0,344686537986.0,449826431658.0,0.0,0.0,8465066041528.0,-9270797786046.0,0.0,-642223602.0,-806373968120.0,2398322539334.0,4264641954689.0,3965720.0,6662968459743.0,,,,,,,
HPG,2017,4,HPG,cash_flow,2749694287204.0,561515828809.0,-16307823121.0,-10097823077.0,-32766940514.0,135018785751.0,0.0,3371587985299.0,-605781725895.0,-715028361029.0,281626431892.0,-46359201842.0,-131211223031.0,-822294954967.0,0.0,-68883821314.0,1263655129113.0,-3213308867189.0,1044844892.0,5301410216620.0,-3269612916987.0,-40833411607.0,651015518.0,64399159363.0,-1156249959390.0,0.0,0.0,9618028562481.0,-8051264652750.0,0.0,-1092127232.0,1565671782499.0,1673076952222.0,2591864482986.0,-299480519.0,4264641954689.0,,,,,,,
HPG,2017,3,HPG,cash_flow,2487911010740.0,496694475864.0,5595692677.0,-547473255.0,-21726279339.0,130923942442.0,0.0,3104007479047.0,98685215264.0,-655007259885.0,-571820469638.0,-27878412984.0,-128323294948.0,-24850859491.0,-4055188280.0,839011444.0,1791596220529.0,-3458547485030.0,1127420870.0,-11824387911655.0,7686710561819.0,0.0,0.0,27315537918.0,-7567781876078.0,5046526420000.0,0.0,10370508379840.0,-8862572450839.0,0.0,-139603000.0,6554322746001.0,778137090452.0,1813484050479.0,243342055.0,2591864482986.0,,,,,,,
HPG,2017,2,HPG,cash_flow,1807855656986.0,484745011931.0,2968679132.0,4822077813.0,-16738098574.0,130009931346.0,0.0,2418819368552.0,269010297886.0,-335139421203.0,704354973233.0,38592222379.0,-132743807560.0,-133899941983.0,418538280.0,-45629933278.0,2783782296306.0,-1570792467729.0,2609865774.0,-2140451256926.0,14790032134.0,0.0,0.0,52505281018.0,-3641338545729.0,10758940000.0,0.0,13681487984030.0,-13400697158678.0,0.0,-1280625591.0,290269139761.0,-567287109662.0,2380437136128.0,334024013.0,1813484050479.0,,,,,,,
HPG,2017,1,HPG,cash_flow,2242908787766.0,472087077057.0,-5127467707.0,1055827571.0,-36657312451.0,83754910316.0,0.0,2763177932469.0,-224961014404.0,-492313380351.0,-842569434594.0,-30152684582.0,-81058955443.0,-742733739918.0,3636650000.0,-136220414230.0,216804958947.0,-638806317086.0,3118356422.0,-4980628741489.0,30100588634.0,0.0,0.0,28171851619.0,-5558044261900.0,0.0,0.0,3524671584538.0,-360000000000.0,0.0,-1108892177.0,3163562692361.0,-2177676610592.0,4558660713745.0,-546967025.0,2380437136128.0,,,,,,,
HPG,2016,4,HPG,cash_flow,2252940497691.0,447982118359.0,-75174190111.0,12517247533.0,73138204731.0,62584242926.0,0.0,2779144231046.0,-393996164857.0,-2187649492867.0,2458063894589.0,-40646092026.0,-64554214138.0,-460934433910.0,0.0,-10639153120.0,2078788574717.0,-1250587612436.0,-1266794180.0,-1089631271176.0,671938464865.0,0.0,0.0,-74102609592.0,-1743649822519.0,79230444922.0,-170000000.0,7390246964001.0,-6528730087986.0,0.0,-138537000.0,940438783937.0,1275577536135.0,3282771484625.0,311692745.0,4558660713505.0,,,,,,,
HPG,2016,3,HPG,cash_flow,1855716288705.0,420410354185.0,3385535627.0,-7976372368.0,-30653206041.0,69055625453.0,0.0,2315094335479.0,-541024942820.0,300154917839.0,-8471024019.0,34191082501.0,-65761520508.0,-18648547941.0,0.0,-21360633793.0,1994173666738.0,-650397956204.0,1142559634.0,-20428632278.0,297642061629.0,0.0,0.0,37593239468.0,-334448727751.0,-79230444922.0,0.0,5656494927514.0,-5906623835507.0,0.0,-1100054460399.0,-1429413813314.0,230311125673.0,3052404764799.0,55594153.0,3282771484625.0,,,,,,,
HPG,2016,2,HPG,cash_flow,2381777336224.0,432200432622.0,-18512144488.0,19082366767.0,-64763470973.0,67328991186.0,0.0,2822269621255.0,86255061363.0,-2273151476081.0,44001195718.0,108443413707.0,-34361563100.0,-64867429194.0,0.0,-15267794459.0,673321029209.0,-328957960692.0,19973296067.0,-415545617295.0,730604857143.0,0.0,0.0,44965811151.0,51040386374.0,0.0,0.0,4343536260946.0,-4940426362321.0,0.0,-1187429332.0,-598077530707.0,126283884876.0,2926138476017.0,-17596094.0,3052404764799.0,,,,,,,
HPG,2016,1,HPG,cash_flow,1211372613286.0,353668480131.0,-28304906688.0,-3950169382.0,-26921804949.0,81042378600.0,0.0,1592641545219.0,64262188564.0,933139505285.0,-360050646030.0,23137601903.0,-116050624405.0,-301624696806.0,0.0,-91887886455.0,1743566987275.0,-670935842397.0,903986138.0,-355659073764.0,290321710394.0,-73131328075.0,0.0,33572675627.0,-774927872077.0,0.0,0.0,5959366812658.0,-6374076795436.0,0.0,-456946831.0,-415166929609.0,553472185589.0,2372761840865.0,-95550437.0,2926138476017.0,,,,,,,
HPG,2015,4,HPG,cash_flow,682848761927.0,398368348918.0,45255893932.0,-66091956217.0,-31403070410.0,76032561384.0,0.0,1304883164337.0,292559330081.0,-175193139626.0,-99740606995.0,-87175570480.0,-493248379874.0,-93833880314.0,-514335225.0,-953154302.0,646783427602.0,-1307123101477.0,9887774352.0,-1732938580716.0,939959424990.0,-230628789000.0,0.0,46944267217.0,-2273899004634.0,0.0,0.0,7759186724515.0,-7684873403975.0,1821983830537.0,-1318725885.0,1894978425192.0,267862848160.0,2107094759286.0,-29001581.0,2374928605865.0,,,,,,,
HPG,2015,3,HPG,cash_flow,1160633509273.0,296302507223.0,8782905986.0,21316871834.0,-42229158345.0,65651042150.0,0.0,1540830405611.0,-83490303827.0,-674494231636.0,-432685441816.0,19038775238.0,355932329076.0,-64039270832.0,2957111520.0,-22890829296.0,641158544038.0,-138529322500.0,12465425450.0,776493662874.0,278425000000.0,0.0,0.0,25615642494.0,954470408318.0,0.0,0.0,7610652137591.0,-7299644979889.0,-1821983830537.0,-180704291.0,-1511157377126.0,84471575230.0,2022505414440.0,117769616.0,2107094759286.0,,,,,,,
HPG,2015,2,HPG,cash_flow,1407764434588.0,301511273280.0,21693818232.0,11695783123.0,-7443799102.0,51860489071.0,0.0,1817454726686.0,636430799597.0,359393794669.0,176791885168.0,3316997366.0,-99638681810.0,-50071357591.0,-1300573360.0,-13485490377.0,2828892100348.0,-1574134153640.0,1974614483.0,-543810404978.0,343469232554.0,0.0,0.0,23604219140.0,-1748896492441.0,12000000.0,0.0,5746131417468.0,-5767420369497.0,0.0,-489712206457.0,-510989158486.0,569006449421.0,1453491349657.0,7615362.0,2022505414440.0,,,,,,,
HPG,2015,1,HPG,cash_flow,738485384068.0,285202533263.0,-10431256032.0,46245799027.0,2596359267.0,57781070334.0,0.0,1150252617421.0,-858014042750.0,878972421686.0,-324727321765.0,21638409835.0,-46855043285.0,-234407141502.0,1300573360.0,-88148362837.0,500012110163.0,-435032676387.0,2389799999.0,-359602870845.0,0.0,0.0,0.0,22763213500.0,-769482533733.0,46500000.0,0.0,6536020489553.0,-6789881879469.0,0.0,-49508778000.0,-303323667916.0,-572794091486.0,2026280467705.0,4973438.0,1453491349657.0,,,,,,,
HPG,2014,4,HPG,cash_flow,587006103005.0,285065957456.0,208258726706.0,48496459298.0,-9419354243.0,70636426629.0,0.0,1276390288384.0,-460041872172.0,-359270478408.0,609717973758.0,143089492298.0,-60953377294.0,-87166832462.0,13457214364.0,-38373313773.0,1036849094695.0,-482639899148.0,2876353229.0,-1184067715208.0,927555196738.0,-55215592861.0,1500000000.0,24935855886.0,-765055801364.0,0.0,0.0,6544713791719.0,-6466508187250.0,0.0,132092655.0,78337697124.0,350130990455.0,1651561080358.0,88396892.0,2001780467705.0,,,,,,,
HPG,2014,3,HPG,cash_flow,1024678282379.0,279038374027.0,370294557.0,-29579502673.0,-7557222858.0,78782680101.0,0.0,1373496845379.0,-409180918965.0,-21678560089.0,-849882929607.0,-270970657362.0,-67898612719.0,-66573934195.0,11139900902.0,-17944272238.0,-319493138894.0,-186943594565.0,8923466376.0,-23598274631.0,126894428753.0,1740000000.0,0.0,26255070026.0,-46728904041.0,475000000.0,0.0,5822094586932.0,-5233779127082.0,0.0,-82681908.0,588707777942.0,222485735007.0,1429108292747.0,-32947396.0,1651561080358.0,,,,,,,
