ticker,yearReport,lengthReport,Minority Interest,symbol,report,CURRENT ASSETS (Bn. VND),Cash and cash equivalents (Bn. VND),Short-term investments (Bn. VND),Accounts receivable (Bn. VND),Net Inventories,Other current assets,LONG-TERM ASSETS (Bn. VND),Long-term loans receivables (Bn. VND),Fixed assets (Bn. VND),Investment in properties,Long-term investments (Bn. VND),Goodwill,Other non-current assets,TOTAL ASSETS (Bn. VND),LIABILITIES (Bn. VND),Current liabilities (Bn. VND),Long-term liabilities (Bn. VND),OWNER'S EQUITY(Bn.VND),Capital and reserves (Bn. VND),Undistributed earnings (Bn. VND),Budget sources and other funds,MINORITY INTERESTS,TOTAL RESOURCES (Bn. VND),Prepayments to suppliers (Bn. VND),Short-term loans receivables (Bn. VND),"Inventories, Net (Bn. VND)",Other current assets (Bn. VND),Investment and development funds (Bn. VND),Common shares (Bn. VND),Paid-in capital (Bn. VND),Long-term borrowings (Bn. VND),Advances from customers (Bn. VND),Short-term borrowings (Bn. VND),Good will (Bn. VND),Long-term prepayments (Bn. VND),Other long-term assets (Bn. VND),Other long-term receivables (Bn. VND),Long-term trade receivables (Bn. VND),Balances with the SBV,Placements with and loans to other credit institutions,"Trading Securities, net",Trading Securities,Provision for diminution in value of Trading Securities,Derivatives and other financial liabilities,"Loans and advances to customers, net",Loans and advances to customers,Less: Provision for losses on loans and advances to customers,Investment Securities,Available-for Sales Securities,Held-to-Maturity Securities,Less: Provision for diminution in value of investment securities,Investment in joint ventures,Investments in associate companies,Less: Provision for diminuation in value of long term investments,Tangible fixed assets,Intagible fixed assets,Other Assets,Due to Gov and borrowings from SBV,Deposits and borrowings from other credit institutions,Deposits from customers,_Derivatives and other financial liabilities,"Funds received from Gov, international and other institutions",Convertible bonds/CDs and other valuable papers issued,Other liabilities,Capital,Reserves,Foreign Currency Difference reserve,Difference upon Assets Revaluation,Other Reserves,Convertible bonds (Bn. VND),Leased assets
SSI,2018,3,0.0,SSI,balance_sheet,20996349376545.0,222738684765.0,20661435029043.0,85876402470.0,,26299260267.0,2416238183417.0,,121858267662.0,217920921680.0,1907979099010.0,0.0,163995484518.0,23412587559962.0,13900527778251.0,12678212748437.0,1222315029814.0,9512059781711.0,9512059781711.0,3096690158446.0,,67415852112.0,23412587559962.0,27706937176.0,,,3363067600.0,,5000636840000.0,5000636840000.0,0.0,56787133150.0,10622607493292.0,,33442035267.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1059383921793.0,
SSI,2018,2,0.0,SSI,balance_sheet,19219978246888.0,844893407417.0,18298055419151.0,54637157157.0,,22392263163.0,1253062316943.0,,113856726573.0,216533816435.0,748390392125.0,0.0,170369064746.0,20473040563831.0,11324248225391.0,10111729656192.0,1212518569199.0,9148792338440.0,9148792338440.0,2716562925996.0,,68049568297.0,20473040563831.0,25906045612.0,,,3388935300.0,,5000636840000.0,5000636840000.0,0.0,56492351923.0,8344419603089.0,,38572825375.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1050558713450.0,
SSI,2018,1,0.0,SSI,balance_sheet,19349836630201.0,738894781586.0,18427959271165.0,110244844204.0,,72737733246.0,1523635179512.0,,47923811307.0,216988457595.0,1037341131861.0,0.0,171366895064.0,20873471809713.0,11863003963889.0,10632519202897.0,1230484760992.0,9010467845824.0,9010467845824.0,2614259291004.0,,77748902618.0,20873471809713.0,55996947834.0,,,45899342214.0,,5000636840000.0,5000636840000.0,0.0,24783850687.0,8539256907269.0,,33589817680.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1041956027909.0,
SSI,2017,4,0.0,SSI,balance_sheet,17227983148329.0,345985713191.0,16589161661936.0,157298116802.0,,135537656400.0,1536392023519.0,,161101323414.0,218230726962.0,943369693465.0,0.0,166535804923.0,18764375171848.0,10148125475946.0,9354274432825.0,793851043121.0,8616249695902.0,8616249695902.0,2212624960292.0,,78352794222.0,18764375171848.0,18082112403.0,,,114974709156.0,,5000636840000.0,5000636840000.0,0.0,5119599349.0,8503887663684.0,,35571900952.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
SSI,2017,3,0.0,SSI,balance_sheet,15772357902814.0,558724012030.0,15013490177399.0,50009379105.0,,150134334280.0,1580067967887.0,,147889985267.0,254006105463.0,965990421592.0,0.0,161493265433.0,17352425870701.0,8449832568350.0,7818491035316.0,631341533034.0,8902593302351.0,8902593302351.0,2369193490649.0,,77300492736.0,17352425870701.0,23506518057.0,,,127109566100.0,,4900636840000.0,4900636840000.0,0.0,4772970163.0,6817668848187.0,,35444700128.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
SSI,2017,2,0.0,SSI,balance_sheet,14357472781432.0,821234947551.0,13324199654013.0,94836069786.0,,161592902490.0,2032947890694.0,,141510799157.0,256449073881.0,1426012625248.0,0.0,158287202276.0,16390420672126.0,7586827279081.0,6720979510946.0,865847768135.0,8803593393045.0,8803593393045.0,2144123297870.0,,77823167604.0,16390420672126.0,16800056567.0,,,139239514750.0,,4900636840000.0,4900636840000.0,0.0,4954599832.0,5953584567882.0,,35811442662.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
SSI,2017,1,0.0,SSI,balance_sheet,12629286216228.0,311763651386.0,12097110292710.0,49763645929.0,,170648626203.0,2335151077819.0,,141827268097.0,259008096060.0,1742377681978.0,0.0,144195772672.0,14964437294047.0,6518132323112.0,5968602370909.0,549529952203.0,8446304970935.0,8446304970935.0,1969457261057.0,,78445043220.0,14964437294047.0,17718370384.0,,,150481136906.0,,4900636840000.0,4900636840000.0,0.0,3698366500.0,5375085735659.0,,32483508881.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
SSI,2016,4,0.0,SSI,balance_sheet,11884989070539.0,308564964313.0,11379984376860.0,97936055899.0,,98503673467.0,1342980181165.0,,131416882683.0,261341171964.0,750343966349.0,0.0,153100651157.0,13227969251704.0,6075402095021.0,5841951456398.0,233450638623.0,7152567156683.0,7152567156683.0,1576075507358.0,,79101184212.0,13227969251704.0,0.0,,,80713062323.0,,4900636840000.0,4900636840000.0,0.0,4141733170.0,4819340678085.0,,25895763102.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2492782800.0,0.0,
SSI,2016,3,0.0,SSI,balance_sheet,12433102855188.0,447263611733.0,11670091109926.0,68516037210.0,,247232096319.0,1482188300903.0,,131815951767.0,258393799683.0,983278344992.0,0.0,108401864461.0,13915291156091.0,6476783198372.0,6242653272463.0,234129925909.0,7438507957719.0,7438507957719.0,1976336401757.0,,79716544614.0,13915291156091.0,0.0,,,229528151093.0,,4800636840000.0,4800636840000.0,0.0,5524283169.0,5373400287405.0,,13926320029.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8611585281.0,0.0,
SSI,2016,2,0.0,SSI,balance_sheet,11817069778353.0,619983755040.0,10743710476621.0,223919125472.0,,247478116871.0,1689839844675.0,,133727899630.0,260738692800.0,1188727534121.0,0.0,106347378124.0,13506909623028.0,6427324453245.0,6392270959684.0,35053493561.0,7079585169783.0,7079585169783.0,1616068127350.0,,80328574383.0,13506909623028.0,0.0,,,229788135983.0,,4800636840000.0,4800636840000.0,0.0,5131833168.0,5296247046853.0,,10636143736.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8611585281.0,0.0,
SSI,2016,1,0.0,SSI,balance_sheet,11074629143873.0,557202707550.0,10239834042668.0,34899583924.0,,242692809731.0,1446700404974.0,,135168599651.0,262847060400.0,954913121149.0,0.0,93473283774.0,12521329548847.0,5660870591271.0,4938420222969.0,722450368302.0,6860458957576.0,6860458957576.0,1480071480920.0,,80811668688.0,12521329548847.0,0.0,,,228968173829.0,,4800636840000.0,4800636840000.0,0.0,4528366500.0,4302350558408.0,,3786751721.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4609514439.0,0.0,
SSI,2015,4,81140362366.0,SSI,balance_sheet,10944974283854.0,1990410102166.0,5019419743561.0,3693497164744.0,,241647273383.0,2452507120087.0,,131980403084.0,268409921032.0,1961444584362.0,0.0,90672211609.0,13397481403941.0,6669872389650.0,5946595282225.0,723277107425.0,6646468651925.0,6646468651925.0,1338666458296.0,,0.0,13397481403941.0,11301258947.0,,,233098670066.0,,4800636840000.0,4800636840000.0,687500000000.0,4893483331.0,3913847967537.0,,2405087368.0,65000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4609514439.0,0.0,
SSI,2015,3,81826746420.0,SSI,balance_sheet,9199584298188.0,1959676325684.0,4424724222601.0,2737045722979.0,,78138026924.0,2491956379317.0,,134291029340.0,270724840006.0,1800378883345.0,0.0,286561626626.0,11691540677505.0,5296989046892.0,4569767739000.0,727221307892.0,6312724884193.0,6312724884193.0,1104434625450.0,,0.0,11691540677505.0,4620522325.0,,,70265119458.0,,4700636840000.0,4700636840000.0,687500000000.0,10991399225.0,2537050010584.0,,1972103976.0,109000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4189877963.0,0.0,
SSI,2015,2,0.0,SSI,balance_sheet,8238335730206.0,2433826470621.0,3158718068318.0,2554098817035.0,,130401664336.0,2639402875625.0,,134261233863.0,265059478509.0,1835785079167.0,0.0,289814667570.0,10877738605831.0,4639372264800.0,3787540677128.0,851831587672.0,6156188621969.0,6156188621969.0,1389145205930.0,,82177719062.0,10877738605831.0,5965294359.0,,,124901380427.0,,4273327990000.0,4273327990000.0,800000000000.0,63748456369.0,1456395515225.0,,1465752195.0,457000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6355210555.0,0.0,
SSI,2015,1,82601701093.0,SSI,balance_sheet,7328833895667.0,2543208901044.0,2397340227601.0,2366141189855.0,,22143577167.0,2656523794784.0,,137144467715.0,263550728225.0,2137934630875.0,-432981726854.0,117893967969.0,9985357690451.0,4037810638786.0,3505009267522.0,532801371264.0,5864945350572.0,5864945350572.0,1183351113796.0,,0.0,9985357690451.0,8252543144.0,,,13318867798.0,,4273327990000.0,4273327990000.0,500000000000.0,104389175373.0,1468138166530.0,,1511879248.0,638617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7419438467.0,0.0,
SSI,2014,4,82855645584.0,SSI,balance_sheet,6412052850650.0,1952651885005.0,2189454760896.0,2251215021177.0,,18731183572.0,2502382615087.0,,139466904286.0,252260031185.0,1994645599205.0,-407912462838.0,116010080411.0,8914435465737.0,3140629721212.0,3112710665552.0,27919055660.0,5690950098941.0,5690950098941.0,1441990375228.0,,0.0,8914435465737.0,3644740653.0,,,13282287092.0,,0.0,3537949420000.0,0.0,71967220419.0,1506127466877.0,,1084463623.0,538617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4185339535.0,0.0,
SSI,2014,3,83439704625.0,SSI,balance_sheet,7643138760215.0,2336577955632.0,2824573230127.0,2463386422629.0,,18601151827.0,2569878388067.0,,139502753903.0,254395916758.0,2067170527530.0,-303161440767.0,108809189876.0,10213017148282.0,4539425876618.0,4510291637795.0,29134238823.0,5590151567039.0,5590151567039.0,1341191788426.0,,0.0,10213017148282.0,13769351911.0,,,14282216817.0,,0.0,3537949420000.0,0.0,70242487630.0,1350672548220.0,,480239250.0,538617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4185339535.0,0.0,
SSI,2014,2,83009495233.0,SSI,balance_sheet,8486201069799.0,3527309847926.0,3235872598969.0,1701471637445.0,,21546985459.0,2605892084404.0,,137041666411.0,256531802332.0,2127333839116.0,-209967112090.0,84984776545.0,11092093154203.0,5693399217706.0,5661972452019.0,31426765687.0,5315684441264.0,5315684441264.0,1153320516016.0,,0.0,11092093154203.0,5323692062.0,,,15104950154.0,,0.0,3537949420000.0,0.0,70870900417.0,528002481468.0,,469941633.0,538617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4282421300.0,0.0,
SSI,2014,1,82856166673.0,SSI,balance_sheet,6406913849566.0,2482313332515.0,2052137162662.0,1851295060376.0,,21168294013.0,3241349910745.0,,135427783063.0,258667687906.0,2769895955448.0,-166711634649.0,77358484328.0,9648263760311.0,4147553485908.0,4125607830504.0,21945655404.0,5417854107730.0,5417854107730.0,1293123098041.0,,0.0,9648263760311.0,7652600317.0,,,14601862345.0,,0.0,3537949420000.0,0.0,69581433750.0,461668935458.0,,543350646.0,538617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4729568181.0,0.0,
SSI,2013,4,82990304763.0,SSI,balance_sheet,4467395844501.0,1838619478462.0,1560974883699.0,1063757995727.0,,4043486613.0,3237677670239.0,,135295186898.0,260803573480.0,2766722057584.0,-167699101173.0,74856852277.0,7705073514740.0,2379901088000.0,2353917131968.0,25983956032.0,5242182121977.0,5242182121977.0,1118079667079.0,,0.0,7705073514740.0,8066208100.0,,,1568090740.0,,0.0,3537949420000.0,0.0,150871433750.0,358961041321.0,,481906824.0,538617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5358122972.0,0.0,
SSI,2013,3,83461953312.0,SSI,balance_sheet,5096537524877.0,2542125976018.0,1663023010117.0,881672511842.0,,9716026900.0,3342596373044.0,,137779023896.0,262939459054.0,2863308647262.0,-143143292823.0,78569242832.0,8439133897921.0,3180527055025.0,3147980649553.0,32546405472.0,5175144889584.0,5175144889584.0,1050495177084.0,,0.0,8439133897921.0,6659665031.0,,,3043816495.0,,0.0,3537949420000.0,0.0,120416845307.0,74841302311.0,,2124338260.0,548616990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4810865370.0,0.0,
SSI,2013,2,83373149114.0,SSI,balance_sheet,5730578300632.0,2911158821794.0,2194252055905.0,614887043918.0,,10280379015.0,3297950828318.0,,140788713559.0,265075344628.0,2811255960656.0,-148055748302.0,80830809475.0,9028529128950.0,3862124169810.0,3842334305598.0,19789864212.0,5083031810026.0,5083031810026.0,956291032974.0,,0.0,9028529128950.0,4995744682.0,,,0.0,,0.0,3537949420000.0,0.0,112784567807.0,0.0,,4380059998.0,548616990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2719800818.0,0.0,
SSI,2013,1,83271651210.0,SSI,balance_sheet,5152296211690.0,2549383714215.0,1720956730374.0,870899115161.0,,11056651940.0,3298530203279.0,,140588978738.0,267211230201.0,2810195140970.0,-147737109510.0,80534853370.0,8450826414969.0,3000725433081.0,2985400943766.0,15324489315.0,5366829330678.0,5366829330678.0,1286783381076.0,,0.0,8450826414969.0,6683661506.0,,,3050397133.0,,0.0,3537949420000.0,0.0,99361073750.0,161101895136.0,,6740082716.0,548616990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2984822212.0,0.0,
VNM,2025,4,,VNM,balance_sheet,36261180908033.0,1794879718871.0,21354863600460.0,6027719081073.0,6839279842936.0,244438664693.0,17051189809268.0,0.0,12648916412221.0,51780183216.0,957072946110.0,0.0,2049361473261.0,53312370717301.0,18829355431194.0,18520286019795.0,309069411399.0,34483015286107.0,34483015286107.0,8522576422223.0,,3797632379221.0,53312370717301.0,443955080617.0,0.0,6897878201557.0,0.0,78722924597.0,20899554450000.0,20899554450000.0,62907826150.0,253080586375.0,9393736731992.0,829364095821.0,1104735884699.0,94578411081.0,23255275322.0,23255275322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746826728845.0,,
VNM,2025,3,,VNM,balance_sheet,38746850813464.0,5154466367051.0,21133947314899.0,5910568513570.0,6308583334358.0,239285283586.0,16930971193199.0,0.0,12862945466334.0,52191022746.0,820153506859.0,0.0,1954084125070.0,55677822006663.0,17725023298796.0,17327809293171.0,397214005625.0,37952798707867.0,37952798707867.0,11926642770429.0,,3854830030323.0,55677822006663.0,320501373067.0,0.0,6348324750984.0,0.0,78722924597.0,20899554450000.0,20899554450000.0,147666530200.0,272600338602.0,8124847764469.0,891535427721.0,982715156021.0,94580895081.0,20826155877.0,21074688360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746826728845.0,,
VNM,2025,2,,VNM,balance_sheet,38255091705279.0,2498443286245.0,22249418458587.0,6147236082985.0,7047730548255.0,312263329207.0,17027569539096.0,0.0,12784785512923.0,52629612552.0,813459142512.0,0.0,1861528674115.0,55282661244375.0,19595608095818.0,19190691020760.0,404917075058.0,35687053148557.0,35687053148557.0,9620701471578.0,,3912698835610.0,55282661244375.0,596144052565.0,0.0,7090237799909.0,0.0,78722924597.0,20899554450000.0,20899554450000.0,152078435000.0,410601427538.0,9636808735983.0,953706759621.0,853505075208.0,94575639081.0,20202578311.0,20530844673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746826728845.0,,
VNM,2025,1,,VNM,balance_sheet,38407988421683.0,2538024316626.0,23170818696485.0,5469228387577.0,6979212103573.0,250704917422.0,16605801806083.0,0.0,12309661362750.0,53123702862.0,709385535593.0,0.0,1853359584072.0,55013790227766.0,17391301675751.0,16981777958867.0,409523716884.0,37622488552015.0,37622488552015.0,4474317011269.0,,3925281266941.0,55013790227766.0,438005266850.0,0.0,7015839015752.0,0.0,7221110105727.0,20899554450000.0,20899554450000.0,153956088000.0,123043188304.0,10060066017395.0,1015202316174.0,785471676757.0,94555479081.0,17985169594.0,18364622300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746826728845.0,,
VNM,2024,4,,VNM,balance_sheet,37553650065098.0,2225943732075.0,23260088671767.0,6233758612009.0,5686840161996.0,147018887251.0,17495411471963.0,0.0,12550564799221.0,53617793172.0,1373189677193.0,0.0,1960671058977.0,55049061537061.0,18874658707398.0,18459546837640.0,415111869758.0,36174402829663.0,36174402829663.0,3471224745772.0,,3895583288658.0,55049061537061.0,566479222775.0,0.0,5723932310689.0,0.0,7079114621362.0,20899554450000.0,20899554450000.0,157903902450.0,191336029327.0,9115435107250.0,1076022097381.0,792476015491.0,94548675081.0,17193985694.0,17592137763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499080803215.0,,
VNM,2024,3,,VNM,balance_sheet,40582371278735.0,2616234711174.0,25982843560980.0,5606208371600.0,6103016741628.0,274067893353.0,17094709027717.0,0.0,11854249093819.0,54111883464.0,1279281871385.0,0.0,1964819160108.0,57677080306452.0,22432804394570.0,22021271584074.0,411532810496.0,35244275911882.0,35244275911882.0,2870255668807.0,,3873192446288.0,57677080306452.0,367957536152.0,0.0,6131878698983.0,0.0,6863056624805.0,20899554450000.0,20899554450000.0,157809038000.0,146441611517.0,8291496866090.0,1138317394539.0,794384673697.0,94519479081.0,16005712689.0,16564396401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499080803215.0,,
VNM,2024,2,,VNM,balance_sheet,37332761258942.0,1198562887528.0,23030876331498.0,6344861898250.0,6524270542824.0,234189598842.0,16861192929052.0,0.0,12295719976946.0,54605973774.0,831442109832.0,0.0,2028619337197.0,54193954187994.0,15856506854537.0,15403310205136.0,453196649401.0,38337447333457.0,38337447333457.0,6000389351529.0,,3991321826705.0,54193954187994.0,339915869823.0,0.0,6551775627864.0,0.0,6624903112567.0,20899554450000.0,20899554450000.0,183388966131.0,97078241927.0,7794314406895.0,1199157602325.0,818508689475.0,102012967081.0,16830343785.0,17417281595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499080803215.0,,
VNM,2024,1,,VNM,balance_sheet,35013917574413.0,1788254863348.0,20268129028720.0,5868614319329.0,6780799942377.0,308119420639.0,16639952197317.0,0.0,12472420651267.0,55100064084.0,691579094274.0,0.0,2115992745416.0,51653869771730.0,15786279136236.0,15294387986523.0,491891149713.0,35867590635494.0,35867590635494.0,3816256605162.0,,4013420132830.0,51653869771730.0,414596137009.0,0.0,6807924664755.0,0.0,6365526939523.0,20899554450000.0,20899554450000.0,211808624280.0,148395646131.0,6616831614710.0,1260542631131.0,834078714989.0,101994859081.0,16667638485.0,16667638485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499080803215.0,,
VNM,2023,4,,VNM,balance_sheet,35935879621477.0,2912027359925.0,20137243800460.0,6529705184034.0,6128081805088.0,228821471970.0,16737491482983.0,0.0,12689652377511.0,55594154394.0,831227597345.0,0.0,2207961712860.0,52673371104460.0,17647627338990.0,17138689974862.0,508937364128.0,35025743765470.0,35025743765470.0,3926232003987.0,,3328929059319.0,52673371104460.0,655619313409.0,0.0,6165935294543.0,0.0,6163736586996.0,20899554450000.0,20899554450000.0,238476074100.0,164712782108.0,8217757172267.0,1321927659937.0,871585543337.0,101975059081.0,16131990975.0,16131990975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499080803215.0,,
VNM,2023,3,,VNM,balance_sheet,37680161943052.0,6875567986039.0,19012123617176.0,5931433000484.0,5697772718120.0,163264621233.0,17287274060546.0,0.0,12056272942904.0,56088244686.0,1424817180754.0,0.0,2197526932930.0,54967436003598.0,20964371994291.0,20399327964197.0,565044030094.0,34003064009307.0,34003064009307.0,3411311506574.0,,3347498534087.0,54967436003598.0,633286108202.0,0.0,5723674480049.0,0.0,5932206859820.0,20899554450000.0,20899554450000.0,282904335540.0,200125679398.0,6873932117860.0,1383312688743.0,814214244187.0,101976499081.0,16146741451.0,16146741451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2023,2,,VNM,balance_sheet,33403479517290.0,1582506692207.0,19083000543582.0,6142392930802.0,6319892419521.0,275686931178.0,17565302240360.0,0.0,11821447407199.0,56582334996.0,1529822285849.0,0.0,2248973389561.0,50968781757650.0,14308732050657.0,13742782382772.0,565949667885.0,36660049706993.0,36660049706993.0,6557754122099.0,,3191807512910.0,50968781757650.0,762802524795.0,0.0,6346256682126.0,0.0,5679501872971.0,20899554450000.0,20899554450000.0,279412788750.0,315814573879.0,6128144184250.0,1444697717550.0,804275672011.0,101950939081.0,16225171701.0,16225171701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2023,1,,VNM,balance_sheet,32394853632375.0,2011202511723.0,16801331801284.0,6619266952011.0,6704642178199.0,258410189158.0,16869931859724.0,0.0,11893893630404.0,57088071395.0,755781470427.0,0.0,2316641242760.0,49264785492099.0,14754559329281.0,14407882880499.0,346676448782.0,34510226162818.0,34510226162818.0,4840235487374.0,,3008635837602.0,49264785492099.0,799563355449.0,0.0,6731269100954.0,0.0,5444399294521.0,20899554450000.0,20899554450000.0,61054012500.0,376266587860.0,6889265980740.0,1506082746356.0,807403361320.0,101946619081.0,38388850315.0,38388850315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2022,4,,VNM,balance_sheet,31560382174201.0,2299943527624.0,17414055328683.0,6100402870854.0,5537563396117.0,208417050923.0,16922282062019.0,0.0,11903207642940.0,57593807783.0,742670306431.0,0.0,2375257641764.0,48482664236220.0,15666145881135.0,15308423081524.0,357722799611.0,32816518355085.0,32816518355085.0,3353468092666.0,,2967467051304.0,48482664236220.0,589439884812.0,0.0,5560169453504.0,0.0,5266761584973.0,20899554450000.0,20899554450000.0,66028725000.0,161708567120.0,4867129839103.0,1567467775162.0,772804663141.0,101950219081.0,38422722715.0,38422722715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2022,3,,VNM,balance_sheet,34373292456500.0,2867857717514.0,19533563143705.0,5954158809895.0,5777310525795.0,240402259591.0,16826610965664.0,0.0,11989258352342.0,58142248159.0,753081870477.0,0.0,2319126246293.0,51199903422164.0,17355518040395.0,16983265249980.0,372252790415.0,33844385381769.0,33844385381769.0,4814830749665.0,,2702967265561.0,51199903422164.0,584122702158.0,0.0,5792936495639.0,0.0,5065071602264.0,20899554450000.0,20899554450000.0,71579812500.0,239770870256.0,9405653167691.0,1628852803968.0,690273442325.0,101960299081.0,16641153195.0,16641153195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2022,2,,VNM,balance_sheet,36871285863860.0,4507497088287.0,18976163363916.0,6040009761668.0,7096208618612.0,251407031377.0,16970890135803.0,0.0,12266369373175.0,58776096523.0,750169162022.0,0.0,2402251632099.0,53842175999663.0,17021656898873.0,16644210900330.0,377445998543.0,36820519100790.0,36820519100790.0,8119867846747.0,,2684554607037.0,53842175999663.0,572608294056.0,0.0,7111593809810.0,0.0,4822828235270.0,20899554450000.0,20899554450000.0,74459700000.0,199280096694.0,9701229190460.0,1690237832775.0,705958127692.0,101938879081.0,16283088695.0,16283088695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2022,1,,VNM,balance_sheet,35452395671778.0,1680858133124.0,19832829713819.0,6024628344054.0,7665947194796.0,248132285985.0,17543132559393.0,0.0,12453688352626.0,59409944887.0,1339527885230.0,0.0,2481798452480.0,52995528231171.0,18018316689141.0,17607914154548.0,410402534593.0,34977211542030.0,34977211542030.0,6479377674989.0,,2779254816308.0,52995528231171.0,656413782366.0,0.0,7709372077826.0,0.0,4575217135935.0,20899554450000.0,20899554450000.0,70663500000.0,116501196540.0,10942647333716.0,1751622861581.0,730175590899.0,101923219081.0,16713810495.0,16713810495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2021,4,,VNM,balance_sheet,36109910649785.0,2348551874348.0,21025735779475.0,5822028742791.0,6773071634017.0,140522619154.0,17222492788434.0,0.0,12706598557849.0,60049893676.0,743862023831.0,0.0,2565263512673.0,53332403438219.0,17482289188835.0,17068416995519.0,413872193316.0,35850114249384.0,35850114249384.0,7594260378375.0,,2766835388433.0,53332403438219.0,655822646219.0,0.0,6820486391670.0,0.0,4352441335060.0,20899554450000.0,20899554450000.0,75636000000.0,66036392886.0,9382354118118.0,1813007890387.0,725108101375.0,101921059081.0,16695104495.0,16695104495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2021,3,,VNM,balance_sheet,34446542339559.0,2051857098275.0,19753142693943.0,6118496933219.0,6380809878105.0,142235736017.0,17621216868681.0,0.0,13058194375719.0,60963188860.0,764478911041.0,0.0,2597090238065.0,52067759208240.0,18192841472371.0,17766091926204.0,426749546167.0,33874917735869.0,33874917735869.0,5843776925027.0,,2778526982018.0,52067759208240.0,866059864322.0,0.0,6410434510128.0,0.0,4132854408049.0,20899554450000.0,20899554450000.0,80626092834.0,242584395198.0,9038248667322.0,1874392919193.0,722697318872.0,101918899081.0,25407409661.0,25407409661.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
VNM,2021,2,,VNM,balance_sheet,35042535233833.0,1663036014269.0,19971222710510.0,6370305908925.0,6842795582767.0,195175017362.0,18004133795359.0,0.0,13223395767565.0,62007056833.0,749939570721.0,0.0,2675040006527.0,53046669029192.0,18671295879023.0,18127021271173.0,544274607850.0,34375373150169.0,34375373150169.0,6631020480297.0,,2750729913933.0,53046669029192.0,976845401593.0,0.0,6876983730958.0,0.0,3844015723908.0,20899554450000.0,20899554450000.0,157817900434.0,360506124003.0,9481532928054.0,1935777948000.0,730264994725.0,101928259081.0,25326572715.0,25326572715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202658418215.0,,
