ticker,yearReport,lengthReport,Revenue YoY (%),Revenue (Bn. VND),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Financial Income,Interest Expenses,Sales,Sales deductions,Net Sales,Cost of Sales,Gross Profit,Financial Expenses,Gain/(loss) from joint ventures,Selling Expenses,General & Admin Expenses,Operating Profit/Loss,Other income,Net income from associated companies,Other Income/Expenses,Net other income/expenses,Profit before tax,Business income tax - current,Business income tax - deferred,Net Profit For the Year,Minority Interest,Attributable to parent company,symbol,report,Provision for credit losses,Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,Operating Profit before Provision,Tax For the Year,EPS_basis
HPG,2025,4,0.0,47301623136340.0,3860994446656.0,0.0,437336032419.0,-1236524775157.0,47301623136340.0,-1125138586569.0,46176484549771.0,-39779834052596.0,6396650497175.0,-1584024163714.0,0.0,-271477098154.0,-411044379459.0,4567440888267.0,115035838477.0,0.0,-82346763981.0,32689074496.0,4600129962763.0,-744749714238.0,32969484742.0,3888349733267.0,27355286611.0,3860994446656.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2025,3,0.0,36793873449413.0,3988318474539.0,0.0,711903358963.0,-812194101705.0,36793873449413.0,-386457045489.0,36407416403924.0,-30320155128758.0,6087261275166.0,-1073210620638.0,0.0,-798965987739.0,-355963309576.0,4571024716176.0,78007207531.0,0.0,-20718751273.0,57288456258.0,4628313172434.0,-632794091038.0,16733235327.0,4012252316723.0,23933842184.0,3988318474539.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2025,2,0.0,36286185846409.0,4256487211764.0,0.0,498183728007.0,-439112631420.0,36286185846409.0,-375666735200.0,35910519111209.0,-29320796625500.0,6589722485709.0,-979462100729.0,0.0,-825371907199.0,-322285873598.0,4960786332190.0,-41431471594.0,0.0,53028633067.0,11597161473.0,4972383493663.0,-684398735485.0,-23460652646.0,4264524105532.0,8036893768.0,4256487211764.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2025,1,0.0,37950635502050.0,3344284694388.0,0.0,438057240540.0,-627024360692.0,37950635502050.0,-328960948472.0,37621674553578.0,-32197520628446.0,5424153925132.0,-970569640998.0,0.0,-737815718816.0,-347243794856.0,3806582011002.0,153981783497.0,0.0,-120798445479.0,33183338018.0,3839765349020.0,-512281294123.0,22321361187.0,3349805416084.0,5520721696.0,3344284694388.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2024,4,0.0,35232197602514.0,2808645369171.0,0.0,700560102056.0,-562492663846.0,35232197602514.0,-741215175825.0,34490982426689.0,-30126073473488.0,4364908953201.0,-1015139809937.0,0.0,-230212058532.0,-517318083678.0,3302799103110.0,225300683318.0,0.0,-241423685732.0,-16123002414.0,3286676100696.0,-503217741562.0,26135956217.0,2809594315351.0,948946180.0,2808645369171.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2024,3,0.0,34300352057045.0,3022946632050.0,1.0,528453174917.0,-525114798901.0,34300352057045.0,-344091771518.0,33956260285527.0,-29225083561286.0,4731176724241.0,-832902574260.0,0.0,-720208188679.0,-321501544741.0,3385017591478.0,220917018524.0,0.0,-193549476158.0,27367542366.0,3412385133844.0,-427815885551.0,37102736610.0,3021671984903.0,-1274647147.0,3022946632050.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2024,2,0.0,39936268160790.0,3319263141862.0,1.0,645060096530.0,-564134360513.0,39936268160790.0,-380758333336.0,39555509827454.0,-34308029337809.0,5247480489645.0,-1065091915406.0,0.0,-746509647378.0,-389417899107.0,3691521124284.0,205176515397.0,0.0,-163471969916.0,41704545481.0,3733225669765.0,-419294315425.0,5643364205.0,3319574718545.0,311576683.0,3319263141862.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2024,1,0.0,31092569628223.0,2870588692991.0,6.0,751955374195.0,-635618987620.0,31092569628223.0,-240210036506.0,30852359591717.0,-26698376631120.0,4153982960597.0,-1060613282413.0,0.0,-640378790675.0,-317278495246.0,2887667766458.0,508375467854.0,0.0,-134827877439.0,373547590415.0,3261215356873.0,-415478064702.0,23445310301.0,2869182602472.0,-1406090519.0,2870588692991.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2023,4,0.0,34924567919473.0,2972779359274.0,2.0,732316277875.0,-710943681004.0,34924567919473.0,-540762991718.0,34383804927755.0,-29912194884366.0,4471610043389.0,-1127386435227.0,0.0,-366721269183.0,-394171267892.0,3315647348962.0,231710831608.0,0.0,-162789302822.0,68921528786.0,3384568877748.0,-356399560815.0,-59198534048.0,2968970782885.0,-3808576389.0,2972779359274.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2023,3,0.0,28765716456234.0,2004745086782.0,2.0,850624544181.0,-855978191830.0,28765716456234.0,-281628655637.0,28484087800597.0,-24889281213593.0,3594806587004.0,-1438378265232.0,0.0,-577844331409.0,-301003551619.0,2128204982925.0,203224277209.0,0.0,-157199138242.0,46025138967.0,2174230121892.0,-214353855084.0,40486817524.0,2000363084332.0,-4382002450.0,2004745086782.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2023,2,0.0,29799498081622.0,1460042613098.0,-1.0,732942078525.0,-1028566971432.0,29799498081622.0,-303114703307.0,29496383378315.0,-26301396413465.0,3194986964850.0,-1341484846242.0,0.0,-539813064291.0,-331614130813.0,1715017002029.0,190562727467.0,0.0,-203692775730.0,-13130048263.0,1701886953766.0,-207379564722.0,-46682549251.0,1447824839793.0,-12217773305.0,1460042613098.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2023,1,0.0,26865449158810.0,397497275202.0,-1.0,903451916285.0,-989588839615.0,26865449158810.0,-276697371823.0,26588751786987.0,-24912314686658.0,1676437100329.0,-1330510709605.0,0.0,-476983465069.0,-280501386549.0,491893455391.0,146475629211.0,0.0,-106326294835.0,40149334376.0,532042789767.0,-295418907438.0,146605725742.0,383229608071.0,-14267667131.0,397497275202.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2022,4,0.0,26211645715375.0,-1991548498312.0,0.0,1540966414075.0,-932651987764.0,26211645715375.0,-385913871540.0,25825731843835.0,-26710981787039.0,-885249943204.0,-1688209772675.0,0.0,-716226175696.0,-342729735482.0,-2091449212982.0,230781900058.0,0.0,-217880608832.0,12901291226.0,-2078547921756.0,32459684129.0,47320935492.0,-1998767302135.0,-7218803823.0,-1991548498312.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2022,3,0.0,34440727020533.0,-1774133616408.0,-1.0,886166660043.0,-836700531276.0,34440727020533.0,-337385691779.0,34103341328754.0,-33102613774299.0,1000727554455.0,-2309009013940.0,0.0,-635242109016.0,-294163545703.0,-1351520454161.0,197501561354.0,0.0,-145936403389.0,51565157965.0,-1299955296196.0,-149072645439.0,-336679438404.0,-1785707380039.0,-11573763631.0,-1774133616408.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2022,2,0.0,37713759072663.0,4032232311020.0,0.0,661960999623.0,-717352725484.0,37713759072663.0,-291704455646.0,37422054617017.0,-30882432369940.0,6539622247077.0,-2032730784240.0,72319473.0,-737356533537.0,-118971733588.0,4312596514808.0,251188220126.0,0.0,-184444245606.0,66743974520.0,4379340489328.0,-316513449092.0,-40253660370.0,4022573379866.0,-9658931154.0,4032232311020.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2022,1,0.0,44404678868287.0,8216960357730.0,0.0,768925488108.0,-596932887294.0,44404678868287.0,-346532197261.0,44058146671026.0,-33949820289803.0,10108326381223.0,-1111142568904.0,-1144987057.0,-576981269053.0,-263579264674.0,8924403779643.0,192553043388.0,0.0,-194852967124.0,-2299923736.0,8922103855907.0,-567893829684.0,-147879669400.0,8206330356823.0,-10630000907.0,8216960357730.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2021,4,1.0,45048125720816.0,7427443249985.0,1.0,856740188535.0,-629506996556.0,45048125720816.0,-337394219341.0,44710731501475.0,-35123321817532.0,9587409683943.0,-1183606068306.0,-17624854.0,-711387745434.0,-508851797720.0,8040286636164.0,230422663333.0,0.0,-232353037621.0,-1930374288.0,8038356261876.0,-540052856913.0,-78903139004.0,7419400265959.0,-8042984026.0,7427443249985.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2021,3,1.0,38918449988301.0,10351739079315.0,2.0,879414139300.0,-675107905208.0,38918449988301.0,-244621297616.0,38673828690685.0,-26812929844272.0,11860898846413.0,-968278197988.0,7748388045.0,-582851131543.0,-235856196047.0,10961075848180.0,216201021708.0,0.0,-198520800191.0,17680221517.0,10978756069697.0,-722192722593.0,94280850080.0,10350844197184.0,-894882131.0,10351739079315.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2021,2,1.0,35439772102181.0,9721406525008.0,3.0,446309785935.0,-599661392906.0,35439772102181.0,-321417002616.0,35118355099565.0,-23641296035968.0,11477059063597.0,-821220734774.0,6426058619.0,-411553847487.0,-373276114859.0,10323744211031.0,190546702744.0,0.0,-164838725649.0,25707977095.0,10349452188126.0,-787307055464.0,183006289525.0,9745151422187.0,23744897179.0,9721406525008.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2021,1,1.0,31459012155902.0,6977554343152.0,2.0,898307295649.0,-621546963567.0,31459012155902.0,-282137468282.0,31176874687620.0,-22993832748581.0,8183041939039.0,-767768026036.0,-9691518945.0,-414275498764.0,-206277440053.0,7683336750890.0,159049266440.0,0.0,-152172822839.0,6876443601.0,7690213194491.0,-805753712197.0,121099563674.0,7005559045968.0,28004702816.0,6977554343152.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2020,4,0.0,26165172616887.0,4637854585297.0,1.0,355499934411.0,-662031175138.0,26165172616887.0,-387101508420.0,25778071108467.0,-19510833657232.0,6267237451235.0,-786899253782.0,-6728992807.0,-283146891052.0,-214239003023.0,5331723244982.0,172494695071.0,0.0,-173968642319.0,-1473947248.0,5330249297734.0,-547344027784.0,-122183789401.0,4660721480549.0,22866895252.0,4637854585297.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2020,3,1.0,24968612501405.0,3772707270949.0,1.0,247689080794.0,-540809441828.0,24968612501405.0,-283050075571.0,24685562425834.0,-19516497107892.0,5169065317942.0,-708511948435.0,-5495008340.0,-294052388783.0,-167706846097.0,4240988207081.0,174867506767.0,0.0,-143984077820.0,30883428947.0,4271871636028.0,-498845055302.0,12096167595.0,3785122748321.0,12415477372.0,3772707270949.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2020,2,0.0,20694235681263.0,2742826923551.0,0.0,314916264858.0,-523373576010.0,20694235681263.0,-272033734890.0,20422201946373.0,-16716699660689.0,3705502285684.0,-541177322424.0,16345909889.0,-259293030237.0,-155261261079.0,3081032846691.0,153423818878.0,0.0,-138735283444.0,14688535434.0,3095721382125.0,-368137200148.0,27977565819.0,2755561747796.0,12734824245.0,2742826923551.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2020,1,0.0,19451060972271.0,2285286919162.0,0.0,108979890041.0,-481082874292.0,19451060972271.0,-218353026228.0,19232707946043.0,-15469649574389.0,3763058371654.0,-823113673484.0,-2157276978.0,-257877328351.0,-153206137477.0,2635683845405.0,153255313509.0,0.0,-131847938898.0,21407374611.0,2657091220016.0,-368205805026.0,15875165058.0,2304760580048.0,19473660886.0,2285286919162.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2019,4,0.0,18282088440464.0,1917005836995.0,0.0,122443551198.0,-270226645026.0,18282088440464.0,-306785764611.0,17975302675853.0,-15139622033638.0,2835680642215.0,-312174332179.0,-1431313615.0,-184758038710.0,-191052158467.0,2268708350442.0,191951258126.0,0.0,-175662950554.0,16288307572.0,2284996658014.0,-371428377293.0,9803630181.0,1923371910902.0,6366073907.0,1917005836995.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2019,3,0.0,15349518976186.0,1754755716941.0,0.0,138550988697.0,-265895204863.0,15349518976186.0,-262487576044.0,15087031400142.0,-12385057811865.0,2701973588277.0,-328517389602.0,0.0,-226510475946.0,-150483484286.0,2135013227140.0,179267698034.0,0.0,-153366194692.0,25901503342.0,2160914730482.0,-397723133076.0,31221367630.0,1794412965036.0,39657248095.0,1754755716941.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2019,2,0.0,15866325943282.0,2035194136815.0,0.0,118366315936.0,-215389146860.0,15866325943282.0,-233718346934.0,15632607596348.0,-12605803622544.0,3026803973804.0,-300320193488.0,0.0,-269462575465.0,-105833495534.0,2469554025253.0,159805460096.0,0.0,-149546892759.0,10258567337.0,2479812592590.0,-445462416749.0,15665475929.0,2050015651770.0,14821514955.0,2035194136815.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2019,1,0.0,15179972721712.0,1800794242450.0,0.0,91858567531.0,-185199221610.0,15179972721712.0,-216722214264.0,14963250507448.0,-12342336489604.0,2620914017844.0,-240829520527.0,0.0,-192602494567.0,-121634447535.0,2157706122746.0,128120764891.0,0.0,-114886658964.0,13234105927.0,2170940228673.0,-388694004651.0,28203565782.0,1810449789804.0,9655547354.0,1800794242450.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2018,4,0.0,14592380278150.0,1764220746300.0,0.0,71688658080.0,-144936133893.0,14592380278150.0,-206169546593.0,14386210731557.0,-11825378876944.0,2560831854613.0,-206972919898.0,0.0,-191711141335.0,-209629621922.0,2024206829538.0,143669887566.0,0.0,-130547115741.0,13122771825.0,2037329601363.0,-289508280622.0,19178926806.0,1767000247547.0,2779501247.0,1764220746300.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2018,3,0.0,14393503062099.0,2401952451707.0,0.0,79985465695.0,-141685345016.0,14393503062099.0,-205156935686.0,14188346126413.0,-10925130035885.0,3263216090528.0,-234345232708.0,0.0,-188483553715.0,-51780664435.0,2868592105365.0,79210487446.0,0.0,-99716528968.0,-20506041522.0,2848086063843.0,-445904279612.0,6240831886.0,2408422616117.0,6470164410.0,2401952451707.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2018,2,0.0,14432746600541.0,2195586926064.0,0.0,79415973001.0,-135220094841.0,14432746600541.0,-171808499990.0,14260938100551.0,-11379662995694.0,2881275104857.0,-159250258201.0,0.0,-154665928668.0,-66201080303.0,2580573810686.0,114214391806.0,0.0,-117570201393.0,-3355809587.0,2577218001099.0,-370255122285.0,-4590634318.0,2202372244496.0,6785318432.0,2195586926064.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2018,1,0.0,13161793754293.0,2211253974571.0,0.0,63318173965.0,-118019669890.0,13161793754293.0,-160830333055.0,13000963421238.0,-10035454240162.0,2965509181076.0,-171748751094.0,0.0,-143871695353.0,-114493721383.0,2598713187211.0,151761821218.0,0.0,-142035802432.0,9726018786.0,2608439205997.0,-400652405032.0,14968797102.0,2222755598067.0,11501623496.0,2211253974571.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2017,4,0.0,12928386211861.0,2395691358128.0,0.0,45835749316.0,-135017785751.0,12928386211861.0,-183523728628.0,12744862483233.0,-9554317022669.0,3190545460564.0,-146368938018.0,0.0,-175146788441.0,-176854847790.0,2738010635631.0,126806446661.0,0.0,-115122795088.0,11683651573.0,2749694287204.0,-358412885166.0,9279650400.0,2400561052438.0,4869694310.0,2395691358128.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2017,3,1.0,12730447838201.0,2138959766500.0,0.0,34225526861.0,-130923942442.0,12730447838201.0,-190455536773.0,12539992301428.0,-9708779941597.0,2831212359831.0,-151087552873.0,-9757280.0,-137312496444.0,-99811859862.0,2477216220233.0,110575071534.0,0.0,-99880281027.0,10694790507.0,2487911010740.0,-364816743048.0,17300261748.0,2140394529440.0,1434762940.0,2138959766500.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2017,2,0.0,10765212340195.0,1537805531989.0,0.0,32303389202.0,-130009931346.0,10765212340195.0,-153129770623.0,10612082569572.0,-8423125039098.0,2188957530474.0,-146558312400.0,-139181342.0,-217819103678.0,-59466485385.0,1797277836871.0,108631628301.0,0.0,-98053808186.0,10577820115.0,1807855656986.0,-278349795796.0,8999089887.0,1538504951077.0,699419088.0,1537805531989.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2017,1,0.0,10430779332209.0,1934215457230.0,1.0,73850799321.0,-83754910316.0,10430779332209.0,-166025072138.0,10264754260071.0,-7801256033877.0,2463498226194.0,-111741780455.0,-10672981.0,-113072020901.0,-72904963345.0,2239619587833.0,87172167962.0,0.0,-83882968029.0,3289199933.0,2242908787766.0,-316049361025.0,8436626352.0,1935296053093.0,1080595863.0,1934215457230.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2016,4,0.0,10175570619002.0,1949186323380.0,2.0,45692898464.0,-62619491648.0,10175570619002.0,-225070696076.0,9950499922926.0,-7311373166577.0,2639126756349.0,-100756323038.0,-504346848.0,-156849308868.0,-170078092368.0,2256631583691.0,107289888825.0,0.0,-110980974825.0,-3691086000.0,2252940497691.0,-293290112623.0,-9836146904.0,1949814238164.0,627914784.0,1949186323380.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2016,3,0.0,8308847472057.0,1604805364634.0,1.0,43254064332.0,-69055625453.0,8308847472057.0,-166768207769.0,8142079264288.0,-6025171679703.0,2116907584585.0,-83193085169.0,0.0,-136065779075.0,-83426449397.0,1857476335276.0,103552088230.0,0.0,-105312134802.0,-1760046572.0,1855716288704.0,-248620650352.0,-887830092.0,1606207808260.0,1402443626.0,1604805364634.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2016,2,0.0,8143555115415.0,2025781711677.0,1.0,55060884030.0,-67328991186.0,8143555115415.0,-95305363914.0,8048249751501.0,-5476741282086.0,2571508469415.0,-94783321348.0,-30601334.0,-103942106678.0,-65181199641.0,2362632124444.0,129852848418.0,0.0,-110707636638.0,19145211780.0,2381777336224.0,-400279346366.0,48570094199.0,2030068084057.0,4286372380.0,2025781711677.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2016,1,0.0,7256918801961.0,1022062465158.0,1.0,57973743791.0,-81042378600.0,7256918801961.0,-114532085689.0,7142386716272.0,-5711521467700.0,1430865248572.0,-94054449344.0,0.0,-93096821176.0,-93843014855.0,1207844706988.0,98597154863.0,0.0,-95069248565.0,3527906298.0,1211372613286.0,-196263506010.0,5023310887.0,1020132418163.0,-1930046995.0,1022062465158.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2015,4,0.0,7253822490923.0,565167885396.0,0.0,65772210931.0,-77004347495.0,7253822490923.0,-132045611414.0,7121776879509.0,-5816928555599.0,1304848323910.0,-108250152524.0,-139989863.0,-112471719376.0,-420622244545.0,729136428533.0,93449895224.0,0.0,-139737600748.0,-46287705524.0,682848723009.0,-127922149218.0,10991211480.0,565917785271.0,749899875.0,565167885396.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2015,3,0.0,6948321708451.0,1032198879175.0,0.0,62374978395.0,-65651042150.0,6948321708451.0,-103122219506.0,6845199488945.0,-5284713097182.0,1560486391763.0,-231999955681.0,0.0,-115665342288.0,-125472029029.0,1149724043160.0,96406368084.0,0.0,-85496901972.0,10909466112.0,1160633509272.0,-132703594722.0,8418222036.0,1036348136586.0,4149257411.0,1032198879175.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2015,2,0.0,7740367029589.0,1239117112410.0,0.0,52535448423.0,-51860489071.0,7740367029589.0,-92600588468.0,7647766441121.0,-5948385542327.0,1699380898794.0,-122727866810.0,-50811660.0,-95907265482.0,-101445045124.0,1431785358141.0,74111149380.0,0.0,-98132072933.0,-24020923553.0,1407764434588.0,-165919225295.0,9781235629.0,1251626444922.0,12509332512.0,1239117112410.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2015,1,0.0,5927283729062.0,648874743256.0,0.0,73229760024.0,-57781070334.0,5927283729062.0,-89347814331.0,5837935914731.0,-4821932343843.0,1016003570888.0,-108563653251.0,0.0,-100037194157.0,-111242655923.0,769389827581.0,62272650945.0,0.0,-93177094458.0,-30904443513.0,738485384068.0,-90433264577.0,2342042151.0,650394161642.0,1519418386.0,648874743256.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2014,4,0.0,6685697214147.0,473638035983.0,0.0,34582767782.0,-69410365686.0,6685697214147.0,-103974675704.0,6581722538443.0,-5547367655979.0,1034354882464.0,-157195695472.0,0.0,-111146187899.0,-208832098435.0,591763668440.0,68739727739.0,76531542.0,-73573824716.0,-4834096977.0,587006103005.0,-77568161548.0,-13860599507.0,495577341950.0,21939305967.0,473638035983.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2014,3,0.0,5827400858291.0,856870187480.0,1.0,55706637439.0,-78862638435.0,5827400858291.0,-80541408200.0,5746859450091.0,-4417028911586.0,1329830538505.0,-100105991586.0,0.0,-100549869813.0,-116269505784.0,1068611808761.0,71920398457.0,0.0,-115853924839.0,-43933526382.0,1024678282379.0,-149896506244.0,5590182388.0,880371958523.0,23501771043.0,856870187480.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2014,2,1.0,6762401095281.0,943393760284.0,1.0,32838843561.0,-81355980496.0,6762401095281.0,-81133148707.0,6681267946574.0,-5248527466257.0,1432740480317.0,-168413686136.0,0.0,-73657732056.0,-142131357869.0,1081376547817.0,75648671722.0,-132564534.0,-70305956423.0,5342715299.0,1086586698582.0,-129425470172.0,6899639649.0,964060868059.0,20667107775.0,943393760284.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2014,1,1.0,6576317290406.0,870356210406.0,1.0,37121692926.0,-120827103540.0,6576317290406.0,-60818402801.0,6515498887605.0,-5125829052127.0,1389669835478.0,-138196242580.0,0.0,-80734096123.0,-139981287219.0,1067879902482.0,59291526493.0,0.0,-56328330778.0,2963195715.0,1070843098197.0,-160243799955.0,-388152535.0,910211145707.0,39854935301.0,870356210406.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2013,4,0.0,6537147027063.0,489600279000.0,0.0,37681306727.0,-124373034373.0,6537147027063.0,-76866303552.0,6460280723511.0,-5368957266980.0,1091323456531.0,-147050678448.0,0.0,-106974589304.0,-289765287115.0,585214208391.0,91590425004.0,-193508302.0,-51704132344.0,39886292660.0,624906992749.0,-136124021133.0,1245029610.0,490028001226.0,427722226.0,489600279000.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2013,3,0.0,4252700694358.0,496087739269.0,0.0,34765825019.0,-79447906827.0,4252700694358.0,-57853252797.0,4194847441561.0,-3537874093931.0,656973347630.0,-105360097174.0,0.0,-52429752559.0,67150433524.0,601099756440.0,37737731715.0,0.0,-40859034065.0,-3121302350.0,597978454090.0,-94929707001.0,4726832863.0,507775579952.0,11687840683.0,496087739269.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2013,2,0.0,4414507981257.0,511596577161.0,0.0,65861221199.0,-77682792362.0,4414507981257.0,-69613347397.0,4344894633860.0,-3509118339966.0,835776293894.0,-170069512415.0,0.0,-28176615005.0,-101208708416.0,602182679257.0,37953187631.0,-33475394.0,-40772996394.0,-2819808763.0,599329395100.0,-65864911185.0,-1316325382.0,532148158533.0,20551581372.0,511596577161.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
HPG,2013,1,0.0,3995878475404.0,456932057553.0,0.0,136397357948.0,-81392133173.0,3995878475404.0,-61609123805.0,3934269351599.0,-3242647918546.0,691621433053.0,-97890414322.0,0.0,-66072108188.0,-90759455427.0,573296813064.0,31822903147.0,0.0,-32901148600.0,-1078245453.0,572218567611.0,-93264621288.0,1558931845.0,480512878168.0,23580820615.0,456932057553.0,HPG,income_statement,,,,,,,,,,,,,,,,,,
VCB,2025,4,0.0,28613751000000.0,8629542000000.0,0.0,,,,,,,,,,,-7437685000000.0,,,,,,10887303000000.0,-1269144000000.0,-984376000000.0,8633783000000.0,-4241000000.0,8629542000000.0,VCB,income_statement,-847507000000.0,28613751000000.0,-12443961000000.0,16169790000000.0,3288248000000.0,-2423624000000.0,864624000000.0,1226361000000.0,30874000000.0,0.0,1677141000000.0,-833124000000.0,844017000000.0,36829000000.0,19172495000000.0,11734810000000.0,-2253520000000.0,1033.0
VCB,2025,3,0.0,26713295000000.0,9020499000000.0,0.0,,,,,,,,,,,-6037436000000.0,,,,,,11239105000000.0,-2216968000000.0,3416000000.0,9025553000000.0,-5054000000.0,9020499000000.0,VCB,income_statement,-775587000000.0,26713295000000.0,-12056055000000.0,14657240000000.0,3028260000000.0,-2089925000000.0,938335000000.0,1279521000000.0,106423000000.0,0.0,1159760000000.0,-227990000000.0,931770000000.0,138839000000.0,18052128000000.0,12014692000000.0,-2213552000000.0,1080.0
VCB,2025,2,0.0,25217499000000.0,8831885000000.0,0.0,,,,,,,,,,,-6024732000000.0,,,,,,11033915000000.0,-2198412000000.0,1868000000.0,8837371000000.0,-5486000000.0,8831885000000.0,VCB,income_statement,-809590000000.0,25217499000000.0,-11057307000000.0,14160192000000.0,2810503000000.0,-1949559000000.0,860944000000.0,1635290000000.0,-2625000000.0,3616000000.0,1415156000000.0,-262228000000.0,1152928000000.0,57892000000.0,17868237000000.0,11843505000000.0,-2196544000000.0,1057.0
VCB,2025,1,0.0,24574904000000.0,8696229000000.0,0.0,,,,,,,,,,,-5652437000000.0,,,,,,10859933000000.0,-2158599000000.0,392000000.0,8701726000000.0,-5497000000.0,8696229000000.0,VCB,income_statement,-752356000000.0,24574904000000.0,-10887751000000.0,13687153000000.0,2727520000000.0,-1921556000000.0,805964000000.0,2023940000000.0,36488000000.0,0.0,1017049000000.0,-354171000000.0,662878000000.0,48303000000.0,17264726000000.0,11612289000000.0,-2158207000000.0,1041.0
VCB,2024,4,0.0,23581262000000.0,8565378000000.0,0.0,,,,,,,,,,,-7040188000000.0,,,,,,10702677000000.0,-2274403000000.0,141647000000.0,8569921000000.0,-4543000000.0,8565378000000.0,VCB,income_statement,32329000000.0,23581262000000.0,-9738930000000.0,13842332000000.0,3368816000000.0,-2445033000000.0,923783000000.0,1586183000000.0,4472000000.0,2735000000.0,1833975000000.0,-549322000000.0,1284653000000.0,66378000000.0,17710536000000.0,10670348000000.0,-2132756000000.0,1050.0
VCB,2024,3,0.0,23191212000000.0,8566598000000.0,0.0,,,,,,,,,,,-5811433000000.0,,,,,,10698944000000.0,-2126192000000.0,-258000000.0,8572494000000.0,-5896000000.0,8566598000000.0,VCB,income_statement,-325576000000.0,23191212000000.0,-9613576000000.0,13577636000000.0,3263776000000.0,-1991516000000.0,1272260000000.0,1347041000000.0,36148000000.0,-1145000000.0,903341000000.0,-348724000000.0,554617000000.0,49396000000.0,16835953000000.0,11024520000000.0,-2126450000000.0,1533.0
VCB,2024,2,0.0,22862707000000.0,8119414000000.0,0.0,,,,,,,,,,,-5121793000000.0,,,,,,10116275000000.0,-1992320000000.0,754000000.0,8124709000000.0,-5295000000.0,8119414000000.0,VCB,income_statement,-1513541000000.0,22862707000000.0,-8954996000000.0,13907711000000.0,3329645000000.0,-1830691000000.0,1498954000000.0,1160896000000.0,-1324000000.0,1854000000.0,841663000000.0,-817277000000.0,24386000000.0,159132000000.0,16751609000000.0,11629816000000.0,-1991566000000.0,1453.0
